City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Fitchburg,US,2022-08-15 06:15:04,42.5834,-71.8023,63.41,78,0,1.01
273,Gat,IL,2022-08-15 06:17:01,31.61,34.7642,81.79,100,0,3.53
274,Vestmanna,FO,2022-08-15 06:18:23,62.1564,-7.1664,49.12,93,100,1.14
275,Sao Miguel Do Araguaia,BR,2022-08-15 06:18:24,-13.275,-50.1628,73.33,40,4,4.94
276,Sakaiminato,JP,2022-08-15 06:18:24,35.55,133.2333,91.38,62,75,17.27
277,Kidal,ML,2022-08-15 06:18:24,18.4411,1.4078,88.25,35,56,10.22
278,Nioro,GM,2022-08-15 06:18:25,13.35,-15.75,74.57,92,99,4.76
279,Guerrero Negro,MX,2022-08-15 06:18:25,27.9769,-114.0611,72.52,77,3,9.82
280,Banda Aceh,ID,2022-08-15 06:17:21,5.5577,95.3222,86.94,64,79,9.53
281,Omboue,GA,2022-08-15 06:18:26,-1.5746,9.2618,69.13,87,6,5.57
282,Sao Joao Da Barra,BR,2022-08-15 06:18:26,-21.6403,-41.0511,67.73,78,12,15.61
283,Aklavik,CA,2022-08-15 06:18:27,68.2191,-135.0107,47.26,89,97,7.54
284,Saint-Pierre,RE,2022-08-15 06:18:27,-21.3393,55.4781,74.88,59,20,4.61
285,Mingshui,CN,2022-08-15 06:18:28,36.7167,117.5,96.58,67,75,7.16
286,Auki,SB,2022-08-15 06:18:28,-8.7676,160.7034,83.48,66,47,0.47
287,Laguna,US,2022-08-15 06:18:28,38.421,-121.4238,80.31,51,0,3.44
288,Chernyshevsk,RU,2022-08-15 06:18:29,52.5243,117.0174,80.38,37,29,10.29
289,Staryy Nadym,RU,2022-08-15 06:18:29,65.6118,72.6842,50.36,61,100,21.5
290,Kevsala,RU,2022-08-15 06:18:30,45.7983,42.6903,89.2,27,30,19.8
291,Mizur,RU,2022-08-15 06:18:30,42.8531,44.0531,80.19,44,0,1.74
292,Viedma,AR,2022-08-15 06:18:31,-40.8135,-62.9967,49.03,57,88,16.62
293,Laurel,US,2022-08-15 06:15:03,39.0993,-76.8483,69.08,94,100,3.44
294,Mica,RO,2022-08-15 06:18:31,46.3667,24.4167,66.15,82,20,2.3
295,Tsiroanomandidy,MG,2022-08-15 06:18:32,-18.7667,46.0333,68.45,43,0,4.83
296,Pevek,RU,2022-08-15 06:18:32,69.7008,170.3133,33.69,87,94,8.86
297,Los Llanos De Aridane,ES,2022-08-15 06:18:33,28.6585,-17.9182,69.55,92,20,13.8
298,Progreso,MX,2022-08-15 06:18:33,21.2833,-89.6667,79.11,82,0,10.0
299,Cheney,US,2022-08-15 06:15:10,47.4874,-117.5758,74.17,35,0,4.61
300,Sao Jose Da Coroa Grande,BR,2022-08-15 06:18:34,-8.8978,-35.1478,71.94,82,19,7.36
301,Vicuna,CL,2022-08-15 06:15:41,-30.0319,-70.7081,40.73,75,16,1.52
302,Angoram,PG,2022-08-15 06:18:34,-4.0625,144.0661,85.48,62,100,4.16
303,Ternate,ID,2022-08-15 06:18:35,0.8,127.4,80.29,77,100,6.46
304,Avera,US,2022-08-15 06:18:35,33.194,-82.5271,71.65,53,37,5.48
305,Mananjary,MG,2022-08-15 06:18:36,-21.2167,48.3333,71.06,67,0,8.66
306,Veraval,IN,2022-08-15 06:17:22,20.9,70.3667,81.23,85,100,21.39
307,Zeya,RU,2022-08-15 06:18:36,53.75,127.2667,74.86,55,27,3.49
308,Kalaleh,IR,2022-08-15 06:18:37,37.3807,55.4916,87.4,42,0,11.5
309,San Ramon,US,2022-08-15 06:13:46,37.7799,-121.978,67.62,77,0,8.05
310,Uruzgan,AF,2022-08-15 06:18:37,32.8333,66.0,77.25,46,100,4.76
311,Akdepe,TM,2022-08-15 06:19:37,42.0551,59.3788,93.29,16,0,9.93
312,Samarai,PG,2022-08-15 06:19:38,-10.6167,150.6667,82.89,75,68,7.56
313,Sabha,LY,2022-08-15 06:19:38,27.0377,14.4283,83.79,27,2,8.12
314,Victor Harbor,AU,2022-08-15 06:19:39,-35.5667,138.6167,53.67,86,90,9.93
315,Biak,ID,2022-08-15 06:19:39,-0.9131,122.8766,79.79,73,100,9.46
316,Wanning,CN,2022-08-15 06:19:39,18.8003,110.3967,85.53,76,47,9.35
317,Saurimo,AO,2022-08-15 06:19:40,-9.6608,20.3916,66.52,22,13,3.78
318,Gimbi,ET,2022-08-15 06:19:40,9.1667,35.8333,57.38,97,100,1.59
319,Yelnya,RU,2022-08-15 06:19:14,54.5786,33.1837,67.95,74,56,8.99
320,Teahupoo,PF,2022-08-15 06:19:41,-17.8333,-149.2667,73.36,79,49,13.73
321,Esperance,AU,2022-08-15 06:19:41,-33.8667,121.9,67.06,54,0,11.39
322,Steinbach,DE,2022-08-15 06:15:03,50.1667,8.5667,73.6,60,40,10.36
323,Tromso,NO,2022-08-15 06:19:42,69.6496,18.957,52.38,81,0,4.61
324,Haines Junction,CA,2022-08-15 06:19:42,60.7522,-137.5108,55.35,67,100,5.75
325,Torit,SS,2022-08-15 06:19:43,4.4133,32.5678,70.14,96,100,1.63
326,Skelleftea,SE,2022-08-15 06:19:43,64.7507,20.9528,61.0,94,75,0.0
327,Port Lincoln,AU,2022-08-15 06:19:44,-34.7333,135.8667,52.88,85,87,20.36
328,Kajaani,FI,2022-08-15 06:19:44,64.2273,27.7285,66.25,77,0,5.75
329,Banjar,ID,2022-08-15 06:19:45,-8.19,114.9675,82.85,80,46,0.13
330,Yenagoa,NG,2022-08-15 06:19:45,4.9247,6.2642,73.87,90,100,7.23
331,Roald,NO,2022-08-15 06:19:45,62.5833,6.1333,71.17,88,0,5.75
332,Vestmannaeyjar,IS,2022-08-15 06:19:46,63.4427,-20.2734,44.74,72,2,20.13
333,Norman Wells,CA,2022-08-15 06:19:46,65.282,-126.8329,62.64,72,40,6.91
334,Bandarbeyla,SO,2022-08-15 06:19:47,9.4942,50.8122,84.47,58,100,27.54
335,Waingapu,ID,2022-08-15 06:19:47,-9.6567,120.2641,85.55,54,24,18.97
336,Bastia,FR,2022-08-15 06:19:48,42.6667,9.3333,77.31,75,75,4.61
337,Santa Lucia,ES,2022-08-15 06:15:40,27.9117,-15.5407,65.52,73,20,20.71
338,Kuching,MY,2022-08-15 06:19:48,1.55,110.3333,93.42,52,40,5.01
339,Henties Bay,NA,2022-08-15 06:19:49,-22.116,14.2845,51.93,90,10,1.12
340,Gravdal,NO,2022-08-15 06:19:49,68.1214,13.5031,55.29,88,0,0.0
341,Sakakah,SA,2022-08-15 06:19:50,29.9697,40.2064,89.17,24,0,7.83
342,Balabac,PH,2022-08-15 06:19:50,7.9868,117.0645,85.95,64,98,8.48
343,Felanitx,ES,2022-08-15 06:19:50,39.4696,3.1483,81.95,66,6,1.88
344,Mpika,ZM,2022-08-15 06:19:51,-11.8343,31.4529,68.58,41,0,3.85
345,Safakulevo,RU,2022-08-15 06:19:51,54.9901,62.5442,66.15,46,15,7.2
346,Benemerito De Las Americas,MX,2022-08-15 06:19:52,16.5167,-90.6439,72.37,99,67,0.56
347,Parana,AR,2022-08-15 06:19:52,-31.732,-60.5238,66.56,88,84,3.53
348,Takoradi,GH,2022-08-15 06:19:53,4.8845,-1.7554,74.7,86,100,12.15
349,Constitucion,CL,2022-08-15 06:19:53,-35.3333,-72.4167,46.33,76,80,3.96
350,Karratha,AU,2022-08-15 06:19:53,-20.7377,116.8463,83.34,37,19,15.14
351,Pula,HR,2022-08-15 06:19:54,44.8683,13.8481,76.57,56,0,8.05
352,Harper,LR,2022-08-15 06:19:54,4.375,-7.7169,74.23,86,100,11.77
353,Colesberg,ZA,2022-08-15 06:19:55,-30.72,25.0972,33.33,67,2,3.91
354,Baker City,US,2022-08-15 06:20:55,44.7749,-117.8344,68.65,39,0,0.0
355,Yukhnov,RU,2022-08-15 06:20:55,54.7444,35.2297,70.88,62,93,7.05
356,Gunjur,GM,2022-08-15 06:20:56,13.2019,-16.7339,73.47,100,40,0.0
357,Barguzin,RU,2022-08-15 06:20:56,53.6167,109.6167,73.78,45,58,9.82
358,Yatou,CN,2022-08-15 06:20:57,37.15,122.3833,82.67,90,90,11.7
359,Homer,US,2022-08-15 06:20:57,59.6425,-151.5483,57.09,82,100,4.0
360,Gari,RU,2022-08-15 06:20:57,59.4307,62.3497,58.3,46,27,10.31
361,Tiksi,RU,2022-08-15 06:20:58,71.6872,128.8694,48.83,79,62,4.41
362,Arua,UG,2022-08-15 06:20:58,3.0201,30.9111,66.43,80,100,0.69
363,Bubaque,GW,2022-08-15 06:20:59,11.2833,-15.8333,79.43,80,91,14.54
364,Linxi,CN,2022-08-15 06:20:59,39.7,118.4333,91.09,42,43,9.55
365,Nenjiang,CN,2022-08-15 06:20:59,49.1833,125.2167,77.5,51,99,6.44
366,Vikhorevka,RU,2022-08-15 06:21:00,56.1201,101.1636,63.99,51,28,12.53
367,Randfontein,ZA,2022-08-15 06:21:00,-26.1844,27.702,42.35,45,16,13.35
368,Lasa,IT,2022-08-15 06:21:01,46.6166,10.7002,65.28,86,85,0.85
369,Margate,GB,2022-08-15 06:21:01,51.3813,1.3862,67.69,78,100,5.01
370,Qasigiannguit,GL,2022-08-15 06:21:02,68.8193,-51.1922,52.05,84,98,7.11
371,Chuy,UY,2022-08-15 06:21:02,-33.6971,-53.4616,58.69,93,34,8.79
372,Moree,AU,2022-08-15 06:21:03,-29.4667,149.85,55.63,57,97,6.38
373,Mount Gambier,AU,2022-08-15 06:16:54,-37.8333,140.7667,50.63,75,68,13.0
374,Iqaluit,CA,2022-08-15 06:21:03,63.7506,-68.5145,41.7,81,75,16.11
375,Gberia Fotombu,SL,2022-08-15 06:21:04,9.8833,-11.1667,66.79,99,100,2.62
376,Petropavlovsk-Kamchatskiy,RU,2022-08-15 06:21:05,53.0452,158.6483,57.79,100,100,2.24
377,Ayan,RU,2022-08-15 06:21:05,56.45,138.1667,55.99,87,60,4.61
378,Onega,RU,2022-08-15 06:21:06,63.9061,38.1404,64.58,65,14,4.47
379,Nekrasovskoye,RU,2022-08-15 06:21:06,57.6766,40.3657,75.09,60,0,0.0
380,Vosselaar,BE,2022-08-15 06:21:06,51.3086,4.8896,71.11,82,100,1.99
381,Camapua,BR,2022-08-15 06:21:07,-19.5314,-54.0439,70.72,31,2,3.27
382,Padang,ID,2022-08-15 06:21:07,-0.9492,100.3543,87.85,70,93,6.2
383,Mercedes,AR,2022-08-15 06:21:08,-34.6515,-59.4307,65.64,97,93,8.41
384,Dzerzhinskoye,RU,2022-08-15 06:21:08,56.8344,95.2283,58.6,83,69,11.86
385,Aloleng,PH,2022-08-15 06:21:09,16.1307,119.7824,83.64,76,94,12.41
386,Atar,MR,2022-08-15 06:21:09,20.5169,-13.0499,84.42,56,88,4.41
387,Kavaratti,IN,2022-08-15 06:21:09,10.5669,72.642,81.46,76,97,9.46
388,Bjornevatn,NO,2022-08-15 06:21:10,69.6672,29.9847,50.34,66,0,6.91
389,Ritchie,ZA,2022-08-15 06:21:10,-29.038,24.6028,34.81,72,13,9.55
390,Mimongo,GA,2022-08-15 06:21:11,-1.6195,11.6068,62.37,94,39,2.8
391,Sabang,ID,2022-08-15 06:21:11,5.8933,95.3214,83.21,73,51,10.65
392,Nemuro,JP,2022-08-15 06:21:11,43.3236,145.575,67.48,85,93,10.0
393,Dzilam Gonzalez,MX,2022-08-15 06:21:12,21.2833,-88.9333,76.24,85,0,5.79
394,Te Anau,NZ,2022-08-15 06:21:12,-45.4167,167.7167,41.25,87,99,1.21
395,Ende,ID,2022-08-15 06:21:13,-8.8432,121.6623,84.15,57,33,6.46
396,Arequipa,PE,2022-08-15 06:21:13,-16.3989,-71.535,53.28,44,44,2.51
397,At-Bashi,KG,2022-08-15 06:21:14,41.1702,75.8106,79.77,34,74,2.51
398,Semnan,IR,2022-08-15 06:21:14,35.5729,53.3971,88.05,15,0,3.87
399,Maralal,KE,2022-08-15 06:21:15,1.0968,36.698,60.96,76,54,5.01
400,San Jeronimo,PE,2022-08-15 06:21:15,-11.9472,-75.2829,48.92,75,34,1.77
401,Yinchuan,CN,2022-08-15 06:22:16,38.4681,106.2731,86.49,25,92,14.85
402,Denpasar,ID,2022-08-15 06:22:16,-8.65,115.2167,83.86,79,20,19.57
403,Rocha,UY,2022-08-15 06:22:17,-34.4833,-54.3333,60.62,90,36,15.28
404,Praxedis Guerrero,MX,2022-08-15 06:22:17,31.3667,-106.0167,82.65,36,40,5.26
405,Luwuk,ID,2022-08-15 06:22:18,-0.9516,122.7875,81.64,75,100,8.52
406,Baculin,PH,2022-08-15 06:22:18,7.4525,126.5842,83.46,78,100,3.0
407,Natal,BR,2022-08-15 06:22:18,-5.795,-35.2094,70.02,94,0,6.91
408,Zaritap,AM,2022-08-15 06:22:19,39.6363,45.5096,79.99,23,0,3.89
409,Korla,CN,2022-08-15 06:22:19,41.7597,86.1469,95.2,18,46,9.98
410,General Roca,AR,2022-08-15 06:22:20,-39.0333,-67.5833,44.62,43,51,20.38
411,Oranjestad,AW,2022-08-15 06:22:20,12.524,-70.027,81.27,87,69,19.17
412,San Pedro Carcha,GT,2022-08-15 06:22:20,15.4833,-90.2667,62.51,97,100,2.84
413,Camaqua,BR,2022-08-15 06:22:21,-30.8511,-51.8122,60.48,94,53,4.99
414,Empangeni,ZA,2022-08-15 06:22:21,-28.762,31.8933,61.12,47,42,9.04
415,Sovetskoye,RU,2022-08-15 06:22:22,52.2861,85.4131,70.61,32,4,14.76
416,Tevaitoa,PF,2022-08-15 06:22:22,-16.7833,-151.5,78.6,77,26,13.51
417,Tongchuan,CN,2022-08-15 06:22:23,35.0806,109.0897,90.01,30,97,6.11
418,Arenal,CO,2022-08-15 06:22:23,8.4593,-73.9433,73.53,99,92,3.06
419,Saint-Felix-De-Valois,CA,2022-08-15 06:22:23,46.1668,-73.4324,66.52,93,79,1.01
420,Launceston,AU,2022-08-15 06:22:24,-41.45,147.1667,56.34,77,40,13.8
421,Nuuk,GL,2022-08-15 06:22:24,64.1835,-51.7216,47.01,93,75,21.85
422,Roma,US,2022-08-15 06:20:54,43.2128,-75.4557,60.39,84,0,1.99
423,Mizdah,LY,2022-08-15 06:22:25,31.4451,12.9801,83.61,27,0,5.68
424,Palm Coast,US,2022-08-15 06:22:25,29.585,-81.2078,80.08,83,0,2.62
425,Hofn,IS,2022-08-15 06:22:25,64.2539,-15.2082,45.46,67,15,11.92
426,Suntar,RU,2022-08-15 06:22:26,62.1444,117.6319,60.3,65,37,7.99
427,Hualmay,PE,2022-08-15 06:22:26,-11.0964,-77.6139,60.37,86,20,10.07
428,Piacabucu,BR,2022-08-15 06:22:27,-10.4056,-36.4344,71.98,89,53,8.77
429,Havre-Saint-Pierre,CA,2022-08-15 06:22:27,50.2334,-63.5986,61.16,94,100,2.3
430,Portland,US,2022-08-15 06:22:15,45.5234,-122.6762,73.38,71,0,5.75
431,Walvis Bay,NA,2022-08-15 06:22:28,-22.9575,14.5053,50.09,81,0,8.05
432,Suez,EG,2022-08-15 06:22:28,29.9737,32.5263,78.8,64,0,8.5
433,Susanville,US,2022-08-15 06:22:29,40.4163,-120.653,69.64,28,0,8.05
434,Port Macquarie,AU,2022-08-15 06:20:26,-31.4333,152.9167,62.89,49,63,2.8
435,Sadovoye,RU,2022-08-15 06:22:29,47.7764,44.5089,91.89,18,61,20.09
436,Nanakuli,US,2022-08-15 06:22:30,21.3906,-158.1547,80.55,69,75,9.22
437,Hammerfest,NO,2022-08-15 06:22:30,70.6634,23.6821,50.45,71,0,5.75
438,Manado,ID,2022-08-15 06:20:12,1.487,124.8455,88.57,58,40,4.61
439,Baijiantan,CN,2022-08-15 06:22:31,45.6333,85.1833,91.78,20,0,5.14
440,Shushary,RU,2022-08-15 06:19:09,59.8092,30.3817,73.98,78,0,7.0
441,Matara,LK,2022-08-15 06:22:31,5.9485,80.5353,85.24,67,87,11.21
442,Marsaxlokk,MT,2022-08-15 06:22:32,35.8419,14.5431,83.08,78,20,6.91
443,San Jose,US,2022-08-15 06:17:32,37.3394,-121.895,66.99,77,0,6.91
444,Ozernovskiy,RU,2022-08-15 06:22:32,51.5,156.5167,59.23,90,85,21.7
445,San Patricio,US,2022-08-15 06:22:33,28.017,-97.5169,84.06,87,93,11.07
446,Payo,ID,2022-08-15 06:22:33,-3.7508,103.6372,91.8,49,94,2.77
447,Puerto Carreno,CO,2022-08-15 06:22:33,6.189,-67.4859,73.18,92,100,3.09
448,Tiarei,PF,2022-08-15 06:22:34,-17.5333,-149.3333,78.82,79,29,13.69
449,Atasu,KZ,2022-08-15 06:23:34,48.6814,71.6433,75.67,33,0,15.61
450,Nanning,CN,2022-08-15 06:21:49,22.8167,108.3167,95.45,55,64,5.53
451,Vuktyl,RU,2022-08-15 06:23:35,63.8567,57.3094,53.22,63,100,8.7
452,Mahajanga,MG,2022-08-15 06:23:35,-15.7167,46.3167,78.82,47,40,12.66
453,Cockburn Town,TC,2022-08-15 06:19:32,21.4612,-71.1419,81.93,74,5,14.23
454,Xiongzhou,CN,2022-08-15 06:23:36,25.1167,114.3,95.07,51,46,4.76
455,Okhotsk,RU,2022-08-15 06:23:36,59.3833,143.3,57.09,94,100,4.94
456,Calvinia,ZA,2022-08-15 06:23:36,-31.4707,19.776,36.97,79,75,7.94
457,Labuhan,ID,2022-08-15 06:23:37,-6.8844,112.2051,85.28,68,26,8.86
458,Chaman,PK,2022-08-15 06:23:37,30.9236,66.4512,86.11,42,91,0.94
459,Gamba,GA,2022-08-15 06:23:38,-2.65,10.0,67.87,90,2,4.36
460,San Lorenzo,PY,2022-08-15 06:22:53,-25.3333,-57.5333,76.59,53,0,14.0
461,Santiago,CL,2022-08-15 06:20:05,-33.4569,-70.6483,46.85,85,100,5.75
462,Nouadhibou,MR,2022-08-15 06:23:38,20.931,-17.0347,71.58,83,4,9.22
463,Maumere,ID,2022-08-15 06:23:39,-8.6199,122.2111,82.9,60,36,2.77
464,Corn Island,NI,2022-08-15 06:23:39,12.1694,-83.0418,81.97,80,38,11.9
465,Falmouth,GB,2022-08-15 06:23:40,50.1544,-5.0711,67.1,94,100,2.3
466,Avenal,US,2022-08-15 06:23:40,36.0041,-120.129,78.57,21,0,4.92
467,Dingle,PH,2022-08-15 06:23:40,10.9995,122.6711,84.87,73,93,13.33
468,Kabo,CF,2022-08-15 06:23:41,7.6994,18.629,69.06,97,100,5.64
469,El Congo,SV,2022-08-15 06:23:41,13.9089,-89.4958,64.18,97,100,0.34
470,Ust-Nera,RU,2022-08-15 06:23:42,64.5667,143.2,67.78,52,100,3.58
471,Lata,PT,2022-08-15 06:23:42,40.1629,-8.3327,55.42,97,9,1.39
472,Viesca,MX,2022-08-15 06:23:42,25.35,-102.8,80.02,48,22,3.62
473,Lakselv,NO,2022-08-15 06:23:43,70.0513,24.9718,51.62,66,0,9.22
474,Bagotville,AU,2022-08-15 06:23:43,-28.9833,153.4167,64.85,59,2,5.77
475,Qaqortoq,GL,2022-08-15 06:23:44,60.7167,-46.0333,47.26,88,53,3.29
476,Champua,IN,2022-08-15 06:23:44,22.0833,85.6667,78.98,81,100,13.11
477,Sfantu Gheorghe,RO,2022-08-15 06:23:45,45.8667,25.7833,64.92,81,97,0.18
478,Warrington,GB,2022-08-15 06:23:45,53.3925,-2.5802,68.34,83,0,11.5
479,Yumen,CN,2022-08-15 06:23:46,40.2833,97.2,84.94,15,1,8.08
480,Maragogi,BR,2022-08-15 06:23:46,-9.0122,-35.2225,71.15,84,22,6.62
481,Orlik,RU,2022-08-15 06:23:46,52.5178,99.825,65.61,43,41,6.87
482,Garowe,SO,2022-08-15 06:23:47,8.4054,48.4845,82.81,49,90,25.55
483,Lincoln,US,2022-08-15 06:21:27,40.8,-96.667,75.11,67,20,9.22
484,Vanimo,PG,2022-08-15 06:23:48,-2.6741,141.3028,84.42,65,81,7.96
485,Marsabit,KE,2022-08-15 06:23:48,2.3284,37.9899,63.21,73,81,15.66
486,Lipno,PL,2022-08-15 06:23:48,52.8444,19.1785,73.22,85,74,1.01
487,Kuzedeyevo,RU,2022-08-15 06:23:49,53.3308,87.2019,67.46,40,14,12.53
488,Jalu,LY,2022-08-15 06:23:49,29.0331,21.5482,82.38,45,0,5.21
489,Terrace,CA,2022-08-15 06:19:38,54.5163,-128.6035,64.31,77,75,9.22
490,Kushima,JP,2022-08-15 06:23:50,31.4583,131.2333,88.09,71,79,11.32
491,New Richmond,US,2022-08-15 06:23:50,45.123,-92.5366,61.95,99,0,0.0
492,Vardo,NO,2022-08-15 06:23:51,70.3705,31.1107,51.78,71,0,6.91
493,Eston,CA,2022-08-15 06:23:51,51.1501,-108.7514,62.92,52,0,9.53
494,Skjold,DK,2022-08-15 06:24:51,55.7971,9.9397,68.4,87,46,9.55
495,Owando,CG,2022-08-15 06:24:52,-0.4819,15.8999,72.1,62,37,4.45
496,Tubuala,PA,2022-08-15 06:24:52,9.5167,-79.0333,78.76,85,89,3.71
497,Suleja,NG,2022-08-15 06:24:53,9.1758,7.1808,69.71,99,100,4.88
498,Rio Grande,BR,2022-08-15 06:24:50,-32.035,-52.0986,59.95,93,2,12.93
499,San-Pedro,CI,2022-08-15 06:24:53,4.7485,-6.6363,73.06,93,100,7.2
500,Quibor,VE,2022-08-15 06:24:54,9.9287,-69.6201,70.12,87,92,3.62
501,Maun,BW,2022-08-15 06:24:54,-19.9833,23.4167,51.76,32,0,10.36
502,Skjervoy,NO,2022-08-15 06:24:54,70.0311,20.9714,48.2,72,99,6.53
503,Kidodi,TZ,2022-08-15 06:24:55,-7.6036,37.0044,75.16,67,36,3.0
504,Petatlan,MX,2022-08-15 06:24:55,17.5167,-101.2667,77.02,89,100,3.47
505,Goderich,CA,2022-08-15 06:24:56,43.7501,-81.7165,66.9,88,81,5.75
506,Oktyabrskoye,RU,2022-08-15 06:24:56,43.0645,44.7417,78.94,73,0,6.71
507,Yuli,NG,2022-08-15 06:24:56,9.6989,10.2744,71.29,96,100,8.43
508,Husavik,IS,2022-08-15 06:24:57,66.0449,-17.3389,42.58,84,73,5.91
509,Burns Lake,CA,2022-08-15 06:24:57,54.2331,-125.7533,53.02,84,88,4.05
510,Arlit,NE,2022-08-15 06:24:57,18.7369,7.3853,91.9,36,80,10.47
511,Kruisfontein,ZA,2022-08-15 06:24:58,-34.0033,24.7314,48.88,77,74,10.42
512,Beira,MZ,2022-08-15 06:24:58,-19.8436,34.8389,69.89,83,20,2.3
513,Verkhoyansk,RU,2022-08-15 06:24:59,67.5447,133.385,71.13,47,47,2.93
514,Lola,GN,2022-08-15 06:24:59,7.8,-8.5333,67.98,99,100,3.13
515,Baykit,RU,2022-08-15 06:25:00,61.67,96.37,52.03,93,100,9.01
516,Lukovo,MK,2022-08-15 06:25:00,41.3494,20.6047,62.19,69,0,1.81
517,Kuvandyk,RU,2022-08-15 06:25:00,51.4781,57.3552,76.28,32,0,18.52
518,Villazon,BO,2022-08-15 06:25:01,-22.0866,-65.5942,36.25,15,49,5.39
519,Agara,GE,2022-08-15 06:25:01,42.0376,43.8238,87.87,25,0,15.14
520,Pochutla,MX,2022-08-15 06:25:02,15.7432,-96.4661,75.81,90,98,3.36
521,Ballina,AU,2022-08-15 06:25:03,-28.8667,153.5667,65.01,59,2,6.31
522,Nanortalik,GL,2022-08-15 06:25:03,60.1432,-45.2371,45.95,89,93,4.79
523,Ochiltree,GB,2022-08-15 06:25:04,55.4597,-4.3626,61.29,94,40,5.75
524,Hobyo,SO,2022-08-15 06:25:04,5.3505,48.5268,80.62,70,96,20.49
525,Wewak,PG,2022-08-15 06:25:04,-3.5534,143.6268,83.89,65,83,6.29
526,Tamandare,BR,2022-08-15 06:25:05,-8.7597,-35.1047,71.96,82,9,6.91
527,Khash,IR,2022-08-15 06:25:05,28.2211,61.2158,91.17,12,77,8.97
528,Taoudenni,ML,2022-08-15 06:25:06,22.6783,-3.9836,91.81,11,3,8.95
529,Xinxiang,CN,2022-08-15 06:25:06,35.3089,113.8672,99.21,38,66,7.81
530,Bealanana,MG,2022-08-15 06:25:07,-14.55,48.7333,65.5,55,19,3.96
531,West Bay,KY,2022-08-15 06:25:07,19.3667,-81.4167,81.05,91,7,1.01
532,Yarmouth,US,2022-08-15 06:25:08,41.7057,-70.2286,68.97,91,0,0.0
533,Limbang,MY,2022-08-15 06:25:08,4.75,115.0,89.71,44,54,4.07
534,Montauban,FR,2022-08-15 06:25:09,44.0833,1.5,61.39,85,27,0.81
535,Noumea,NC,2022-08-15 06:25:09,-22.2763,166.4572,75.99,99,100,7.85
536,Mitsamiouli,KM,2022-08-15 06:25:10,-11.3847,43.2844,79.09,61,75,12.66
537,Ambon,ID,2022-08-15 06:25:10,-3.6954,128.1814,78.94,89,40,6.91
538,Nushki,PK,2022-08-15 06:25:11,29.5542,66.0215,88.12,39,63,3.96
539,Manyana,BW,2022-08-15 06:25:11,-23.4,21.7167,42.8,52,16,8.61
540,Maceio,BR,2022-08-15 06:26:11,-9.6658,-35.7353,72.84,94,75,3.44
541,Goma,CD,2022-08-15 06:26:12,-1.6792,29.2228,68.74,69,93,0.87
542,Miami,US,2022-08-15 06:26:12,25.7743,-80.1937,78.82,90,20,0.0
543,Empalme,MX,2022-08-15 06:26:13,27.9667,-110.8167,83.52,66,86,3.02
544,Elat,IL,2022-08-15 06:26:13,29.5581,34.9482,84.04,51,0,9.22
545,Raudeberg,NO,2022-08-15 06:26:14,61.9875,5.1352,61.95,72,91,5.17
